frame,obj_cls,obj_id,x,y,w,h
790,0,2,575.4713,308.94534,89.47449,135.60822
790,0,3,1076.9994,575.8968,130.7409,106.83191
790,0,4,544.5773,70.4258,48.220886,137.94278
790,0,5,744.9735,319.9174,125.555725,106.86871
790,0,6,641.8413,615.5188,93.09387,159.04315
790,0,7,72.554504,430.44733,144.19818,67.58084
790,0,9,1057.2303,174.69727,75.42407,151.57994
791,0,1,931.2766,265.66403,70.36249,153.49408
791,0,2,576.172,308.99167,89.89264,136.00273
791,0,3,1076.8147,575.8988,130.23938,106.54962
791,0,4,544.4569,70.31844,48.19336,137.9958
791,0,5,745.641,320.04886,124.921326,106.25049
791,0,6,641.42334,615.9297,93.671814,160.42615
791,0,7,72.61223,430.4696,144.6875,67.80243
791,0,9,1057.2827,173.59082,75.70514,152.51807
792,0,1,931.2698,265.6058,70.28674,153.44391
792,0,2,576.4453,309.00113,90.13678,136.15392
792,0,3,1076.7413,575.9188,129.90533,106.38281
792,0,4,544.4297,70.26197,48.165344,138.03847
792,0,5,745.88586,320.10217,124.72211,106.01111
792,0,6,641.2682,616.0892,93.77057,160.95813
792,0,7,72.63582,430.48456,144.8995,67.89584
792,0,9,1057.2998,173.1828,75.70813,152.86092
793,0,1,931.26636,265.57864,70.22742,153.41566
793,0,2,576.53455,309.01874,90.28839,136.18605
793,0,3,1076.7112,575.91736,129.73401,106.34271
793,0,4,544.4352,70.230606,48.139404,138.07645
793,0,5,745.9739,320.12073,124.6944,105.92383
793,0,6,641.20966,616.15076,93.694336,161.15662
793,0,7,72.64315,430.48834,144.97865,67.92676
793,0,9,1057.3074,173.03763,75.62073,152.99265
794,0,1,931.26636,265.56418,70.17877,153.4033
794,0,2,576.5725,309.0144,90.42151,136.20776
794,0,3,1076.706,575.9252,129.58466,106.305725
794,0,4,544.4579,70.22867,48.112793,138.0888
794,0,5,745.9968,320.128,124.71796,105.88376
794,0,6,641.1929,616.17566,93.560425,161.22552
794,0,7,72.64466,430.48883,145.01393,67.9379
794,0,9,1057.3123,172.98782,75.49817,153.02063
795,0,1,931.25946,265.56104,70.13696,153.39067
795,0,2,576.5801,309.0241,90.52368,136.20285
795,0,3,1076.7068,575.9062,129.53021,106.34473
795,0,4,544.4619,70.225746,48.086243,138.08662
795,0,5,746.0043,320.12427,124.786804,105.88876
795,0,6,641.18585,616.1836,93.41589,161.24725
795,0,7,72.64596,430.49078,145.03517,67.9429
795,0,9,1057.3132,172.98029,75.375854,153.02428
796,0,1,931.26355,265.55695,70.09601,153.37125
796,0,2,576.5903,309.02383,90.599976,136.17487
796,0,3,1076.7054,575.9133,129.39398,106.308044
796,0,4,544.4693,70.210945,48.052002,138.04259
796,0,5,745.9874,320.10043,124.89581,105.93628
796,0,6,641.2071,616.1391,93.3064,161.32654
796,0,7,72.64526,430.4848,145.06757,67.95532
796,0,9,1057.3152,172.9954,75.26764,153.03278
797,0,1,931.2648,265.55878,70.0636,153.35706
797,0,2,576.6039,309.01526,90.672424,136.15631
797,0,3,1076.713,575.91016,129.29498,106.28644
797,0,4,544.4614,70.21107,48.02765,138.03075
797,0,5,745.9829,320.08813,124.95709,105.948395
797,0,6,641.223,616.09424,93.221924,161.44098
797,0,7,72.64394,430.48715,145.08696,67.9624
797,0,9,1057.3226,173.00421,75.14801,152.99263
798,0,1,931.4243,265.55194,69.96936,153.28021
798,0,2,576.6732,308.7617,91.089905,136.72432
798,0,3,1076.8208,575.9861,128.98462,106.10895
798,0,4,544.2957,70.28701,48.069946,137.88322
798,0,5,746.7689,320.33612,124.09515,105.06949
798,0,6,640.4391,616.14856,93.591125,162.92426
798,0,7,72.61293,430.47272,145.04309,67.93695
798,0,9,1057.4155,172.49672,75.70032,154.51227
799,0,1,931.48376,265.5421,69.90497,153.25745
799,0,2,576.7001,308.6656,91.26959,136.94019
799,0,3,1076.8345,575.9841,128.8822,106.109985
799,0,4,544.23425,70.31649,48.135742,137.82814
799,0,5,747.1255,320.4444,123.80371,104.69992
799,0,6,640.14514,616.1698,93.466,163.47687
799,0,7,72.60069,430.45822,145.06296,67.94464
799,0,9,1057.4504,172.3143,75.79718,155.06923
800,0,1,931.50323,265.53595,69.859985,153.25186
800,0,2,576.7064,308.6306,91.34436,137.0026
800,0,3,1076.8416,575.9809,128.78992,106.109985
800,0,4,544.2124,70.32944,48.20526,137.80469
800,0,5,747.2278,320.50876,123.70917,104.49451
800,0,6,640.03815,616.18195,93.17297,163.66382
800,0,7,72.59828,430.4437,145.10092,67.963135
800,0,9,1057.4653,172.25616,75.73706,155.27237
801,0,1,931.5093,265.5401,69.81738,153.24506
801,0,2,576.7073,308.61816,91.388,137.02286
801,0,3,1076.8431,575.98083,128.71027,106.11395
801,0,4,544.2046,70.330605,48.275085,137.80357
801,0,5,747.2699,320.531,123.769775,104.43216
801,0,6,640.00256,616.1862,92.844666,163.72278
801,0,7,72.60406,430.43927,145.11107,67.967285
801,0,9,1057.4702,172.2415,75.622925,155.33246
802,0,1,931.52057,265.5426,69.78381,153.25331
802,0,2,576.7058,308.61447,91.41864,137.02806
802,0,3,1076.8423,575.9788,128.6322,106.11218
802,0,4,544.203,70.336266,48.336853,137.79478
802,0,5,747.2728,320.529,123.88141,104.42502
802,0,6,639.99164,616.18994,92.52295,163.7331
802,0,7,72.60953,430.4374,145.12573,67.974
802,0,9,1057.4731,172.24196,75.496704,155.34
803,0,1,931.5248,265.53305,69.75531,153.27667
803,0,2,576.70215,308.61337,91.44159,137.02759
803,0,3,1076.8376,575.9783,128.56714,106.11664
803,0,4,544.2023,70.33861,48.395447,137.79333
803,0,5,747.27454,320.52518,124.02362,104.45685
803,0,6,639.99146,616.1898,92.22345,163.72858
803,0,7,72.61535,430.44308,145.10167,67.95972
803,0,9,1057.4725,172.24901,75.37555,155.33163
804,0,1,931.6981,265.64618,69.57074,153.05846
804,0,2,575.9615,308.79657,91.278076,136.99557
804,0,3,1076.7466,575.98083,128.25842,105.98071
804,0,5,747.9901,320.8404,123.19043,103.575806
804,0,6,639.5453,615.36774,92.22748,164.67712
804,0,7,72.747406,430.33347,145.49481,68.22595
804,0,9,1057.4971,171.56949,75.17255,155.3354
805,0,1,931.754,265.69678,69.45892,152.97978
805,0,2,575.6869,308.865,91.140686,136.97968
805,0,3,1076.7097,575.98425,128.06702,105.93158
805,0,5,748.25085,320.95587,122.994446,103.25058
805,0,6,639.391,615.07117,91.91815,164.98383
805,0,7,72.78795,430.28793,145.5759,68.300354
805,0,9,1057.5028,171.32178,74.98993,155.34021
806,0,1,931.7793,265.71872,69.39203,152.98991
806,0,2,575.58386,308.88525,91.01886,136.97084
806,0,3,1076.6919,575.9829,127.91675,105.907166
806,0,5,748.3425,320.99966,123.028076,103.13379
806,0,6,639.3375,614.9564,91.554504,165.11816
806,0,7,72.814026,430.26602,145.62805,68.35162
806,0,9,1057.501,171.22217,74.80719,155.3091
807,0,1,931.7815,265.7226,69.31848,152.96512
807,0,2,575.5496,308.90173,90.911255,136.96463
807,0,3,1076.664,575.9894,127.79852,105.90607
807,0,5,748.3745,321.00967,123.14105,103.09534
807,0,6,639.3197,614.9242,91.16937,165.1341
807,0,7,72.80432,430.257,145.60864,68.361694
807,0,9,1057.5092,171.20123,74.65729,155.31264
808,0,1,931.78516,265.70886,69.270996,152.99551
808,0,2,575.5381,308.90674,90.81183,136.95483
808,0,3,1076.7605,576.0029,127.693665,105.87689
808,0,5,748.37274,321.0254,123.248535,103.059204
808,0,6,639.31866,614.9174,90.80823,165.12646
808,0,7,72.75811,430.279,145.51622,68.325836
808,0,9,1057.5161,171.20074,74.51941,155.3101
809,0,1,931.7847,265.70435,69.22302,153.0126
809,0,2,575.5405,308.9091,90.72302,136.94777
809,0,3,1076.7764,576.00116,127.61023,105.864746
809,0,5,748.3639,321.02972,123.37744,103.05304
809,0,6,639.3225,614.9192,90.4787,165.1148
809,0,7,72.73594,430.2975,145.47188,68.29718
809,0,9,1057.5154,171.19951,74.390625,155.29535
810,0,1,931.7886,265.6889,69.16998,153.00555
810,0,2,575.53955,308.9178,90.64972,136.95181
810,0,3,1076.7311,575.99646,127.549805,105.88092
810,0,5,748.3539,321.02628,123.51056,103.06195
810,0,6,639.3259,614.92,90.18402,165.1112
810,0,7,72.73628,430.28928,145.47256,68.29932
810,0,9,1057.5175,171.20218,74.266174,155.26427
811,0,1,931.78296,265.6957,69.12384,152.99937
811,0,2,575.54535,308.91684,90.572754,136.93993
811,0,3,1076.6785,575.9962,127.486145,105.89856
811,0,5,748.35126,321.02856,123.613525,103.054016
811,0,6,639.3335,614.9274,89.909,165.09094
811,0,7,72.73587,430.29663,145.4166,68.28183
811,0,9,1057.5173,171.22021,74.17517,155.2895
812,0,1,931.8159,265.6881,69.06976,152.98479
812,0,2,575.54614,308.92172,90.524475,136.96901
812,0,3,1076.6584,576.0061,127.392944,105.874756
812,0,5,748.35657,321.02985,123.72101,103.059204
812,0,6,639.33325,614.9736,89.63031,165.00684
812,0,7,72.741234,430.29633,145.41234,68.29056
812,0,9,1057.5239,171.19733,74.04663,155.20984
813,0,1,932.1321,265.4986,69.09808,153.36836
813,0,2,575.5666,308.96854,90.3103,136.76811
813,0,3,1076.5182,576.1576,127.154724,105.78833
813,0,5,749.13055,321.13028,123.15991,102.40167
813,0,6,639.1942,613.7687,89.13959,164.71893
813,0,7,72.77176,430.3668,145.30658,68.24066
813,0,9,1057.544,171.0351,73.95978,155.28238
814,0,1,932.23816,265.42264,69.04169,153.53127
814,0,2,575.5726,308.99023,90.210815,136.72867
814,0,3,1076.4827,576.2036,127.02673,105.78302
814,0,5,749.4396,321.14224,123.09674,102.1839
814,0,6,639.14746,613.32263,88.76947,164.59357
814,0,7,72.78995,430.39136,145.24963,68.21152
814,0,9,1057.5463,170.97025,73.85132,155.28268
815,0,1,932.2844,265.37625,68.942566,153.56836
815,0,2,575.55804,309.01392,90.12158,136.69513
815,0,3,1076.4681,576.22266,126.90924,105.774536
815,0,5,749.53204,321.1604,123.16162,102.08029
815,0,6,639.1311,613.15625,88.47516,164.55511
815,0,7,72.79532,430.4043,145.22879,68.19977
815,0,9,1057.5532,170.95836,73.75,155.27554
816,0,1,932.3062,265.3382,68.83264,153.5541
816,0,2,575.5603,308.98657,90.09064,136.73532
816,0,3,1076.4774,576.2408,126.80853,105.76929
816,0,5,749.5437,321.1652,123.29181,102.0448
816,0,6,639.11707,613.1022,88.216125,164.5393
816,0,7,72.795845,430.39667,145.18044,68.17233
816,0,9,1057.5507,170.91772,73.63135,155.19876
817,0,1,932.31335,265.34018,68.74188,153.56592
817,0,2,575.569,308.9723,90.06024,136.776
817,0,3,1076.498,576.2623,126.71741,105.76105
817,0,5,749.5477,321.16013,123.48688,102.08539
817,0,6,639.109,613.0818,87.99048,164.54456
817,0,7,72.83859,430.35492,145.307,68.23169
817,0,9,1057.5454,170.88647,73.57538,155.2509
818,0,1,932.5145,265.2251,68.533936,153.41495
818,0,2,575.8834,308.42487,89.72351,136.37325
818,0,3,1076.4132,576.6229,126.791504,105.988464
818,0,5,750.0288,321.5122,122.49524,101.08469
818,0,6,638.70935,611.9135,87.65228,164.4972
818,0,7,72.87709,430.399,145.20013,68.16525
818,0,9,1057.476,170.56158,73.62726,155.6868
819,0,1,932.58765,265.18698,68.37933,153.3525
819,0,2,576.00336,308.2155,89.55725,136.22046
819,0,3,1076.3206,576.7468,126.722534,106.098694
819,0,5,750.18567,321.66946,122.19989,100.66614
819,0,6,638.56244,611.4783,87.35889,164.47552
819,0,7,72.87118,430.44537,145.08424,68.091644
819,0,9,1057.4512,170.46205,73.5495,155.81207
820,0,1,932.61383,265.18356,68.2655,153.3587
820,0,2,576.0498,308.14203,89.4635,136.17006
820,0,3,1076.2913,576.7905,126.59412,106.14435
820,0,5,750.23645,321.72427,122.211365,100.515686
820,0,6,638.5137,611.3368,87.0932,164.45654
820,0,7,72.86699,430.46143,145.0614,68.06375
820,0,9,1057.4496,170.41986,73.4577,155.8795
821,0,1,932.62036,265.18564,68.16138,153.3628
821,0,2,576.06714,308.1202,89.39752,136.15373
821,0,3,1076.2811,576.8036,126.44464,106.157166
821,0,5,750.2472,321.74664,122.31067,100.45053
821,0,6,638.4977,611.2906,86.859436,164.45337
821,0,7,72.864174,430.46735,145.07277,68.05347
821,0,9,1057.4465,170.40366,73.35858,155.90738
822,0,1,932.6205,265.1837,68.062744,153.35712
822,0,2,576.07446,308.10986,89.34393,136.14653
822,0,3,1076.2794,576.8083,126.306885,106.16736
822,0,5,750.24524,321.75214,122.45972,100.440125
822,0,6,638.4938,611.27844,86.64801,164.45001
822,0,7,72.8641,430.4678,145.09917,68.052
822,0,9,1057.4484,170.40921,73.25665,155.90543
823,0,1,932.6146,265.18542,67.9776,153.36012
823,0,2,576.0668,308.10632,89.29993,136.14467
823,0,3,1076.277,576.80707,126.16937,106.16577
823,0,5,750.2344,321.76758,122.58954,100.42325
823,0,6,638.4928,611.2803,86.4621,164.45862
823,0,7,72.86059,430.4834,145.17674,68.079865
823,0,9,1057.4514,170.42862,73.15918,155.88557
824,0,1,932.6011,265.2,67.90662,153.39008
824,0,2,576.0554,308.11002,89.26166,136.14445
824,0,3,1076.2667,576.8229,126.02545,106.14899
824,0,5,750.23584,321.76306,122.74103,100.440216
824,0,6,638.50305,611.36664,86.264465,164.39148
824,0,7,72.85552,430.53058,145.20314,68.083466
824,0,9,1057.4531,170.48216,73.11694,155.97452
825,0,1,932.45636,264.85767,67.39331,152.16539
825,0,2,576.55786,307.66385,88.397095,134.8266
825,0,3,1076.2268,577.21655,125.92987,106.30792
825,0,5,751.18787,321.86038,122.60248,100.091064
825,0,6,637.2495,609.3916,86.1236,165.0445
825,0,7,72.85291,430.59012,145.54787,68.262634
825,0,9,1058.3676,170.53569,73.48993,156.29114
826,0,1,932.39404,264.72803,67.21283,151.7
826,0,2,576.7483,307.4904,88.07666,134.34077
826,0,3,1076.2102,577.36176,125.74396,106.37036
826,0,5,751.5447,321.94666,122.59735,99.861084
826,0,6,636.7942,608.66345,85.80823,165.26758
826,0,7,72.85469,430.60925,145.65005,68.32559
826,0,9,1058.7078,170.5419,73.72339,156.35075
827,0,1,932.36786,264.67776,67.1593,151.52946
827,0,2,576.8153,307.43063,87.951965,134.15034
827,0,3,1076.2074,577.4181,125.54401,106.40039
827,0,5,751.68835,321.9772,122.760315,99.78589
827,0,6,636.63464,608.3939,85.453735,165.32758
827,0,7,72.85271,430.61273,145.70541,68.372314
827,0,9,1058.84,170.53125,73.92456,156.38333
828,0,1,932.3615,264.6634,67.16565,151.49677
828,0,2,576.84406,307.4043,87.90857,134.08165
828,0,3,1076.232,577.4485,125.34857,106.410095
828,0,5,751.7387,322.0821,122.83569,99.68222
828,0,6,636.5863,608.30475,85.115906,165.3573
828,0,7,72.88442,430.58817,145.76884,68.483215
828,0,9,1058.8728,170.50482,74.09412,156.39175
829,0,1,932.35645,264.6683,67.184875,151.50299
829,0,2,576.8694,307.4114,87.895996,134.07191
829,0,3,1076.2272,577.4401,125.19409,106.44299
829,0,5,751.7822,321.99454,123.1698,99.80243
829,0,6,636.55817,608.2648,84.81213,165.39044
829,0,7,72.742485,430.74518,144.98662,68.013214
829,0,9,1058.8906,170.49016,74.26013,156.43399
830,0,1,932.3516,264.64642,67.18811,151.46799
830,0,2,576.86115,307.4162,87.90039,134.08226
830,0,3,1076.2395,577.42615,125.048645,106.46539
830,0,5,751.7849,321.959,123.40192,99.855286
830,0,6,636.5598,608.27344,84.52985,165.40363
830,0,7,72.78208,430.65387,145.52025,68.29086
830,0,9,1058.9044,170.51385,74.40729,156.46632
831,0,1,932.34296,264.77505,67.84485,153.10443
831,0,2,577.1856,306.89044,87.82532,134.05316
831,0,3,1076.3055,578.13586,125.64911,107.339294
831,0,5,752.8828,322.4156,122.755066,98.99454
831,0,6,636.189,606.3656,85.35205,168.14313
831,0,7,72.697586,430.76117,145.05725,68.04318
831,0,9,1060.0667,170.91864,74.57202,155.79716
832,0,1,932.3169,264.81335,68.03729,153.65453
832,0,2,577.3231,306.69565,87.78754,134.06221
832,0,3,1076.3716,578.39996,125.63483,107.64868
832,0,5,753.33636,322.64075,122.635254,98.591644
832,0,6,636.0863,605.73584,85.258606,168.98364
832,0,7,72.68094,430.80313,145.14355,68.0719
832,0,9,1060.4985,171.03246,74.83002,155.41107
833,0,1,932.3086,264.79855,68.07245,153.83223
833,0,2,577.40125,306.64536,87.73407,134.03986
833,0,3,1076.3359,578.4578,125.48181,107.835205
833,0,5,753.55194,322.75476,122.698,98.35962
833,0,6,636.04004,605.7106,84.77533,168.88867
833,0,7,72.902084,430.65173,145.80417,68.56143
833,0,9,1060.6663,171.07233,75.14386,155.2214
834,0,1,932.2963,264.7982,68.062256,153.8952
834,0,2,577.4118,306.62903,87.71631,134.05794
834,0,3,1076.332,578.48627,125.17853,107.85425
834,0,5,753.62683,322.8005,122.907166,98.27533
834,0,6,636.05493,605.5641,84.48224,169.15558
834,0,7,72.9887,430.59058,145.9774,68.72537
834,0,9,1060.7208,171.03186,75.448425,155.07611
835,0,1,932.20557,264.40558,68.26172,154.43863
835,0,2,577.4087,306.15356,87.791504,134.21065
835,0,3,1076.5679,578.9387,125.5423,108.55444
835,0,5,754.0416,323.0044,122.853455,97.89438
835,0,6,635.85583,605.18304,84.23529,169.54443
835,0,7,73.01455,430.65958,146.0291,68.80365
835,0,9,1060.8625,170.68634,76.21619,156.00946
836,0,1,932.1691,264.26254,68.30469,154.6169
836,0,2,577.3981,305.9725,87.81366,134.2738
836,0,3,1076.6384,579.09985,125.44745,108.83209
836,0,5,754.1854,323.05945,123.10358,97.79489
836,0,6,635.7827,605.05835,83.89966,169.6695
836,0,7,73.00689,430.67822,146.01378,68.83356
836,0,9,1060.9073,170.55269,76.68121,156.38422
837,0,1,932.1541,264.21277,68.30786,154.69797
837,0,2,577.38257,305.93213,87.82062,134.31349
837,0,3,1076.6663,579.1527,125.184326,108.93109
837,0,5,754.2289,323.0697,123.41919,97.77905
837,0,6,635.76404,605.0272,83.55542,169.70032
837,0,7,72.9909,430.68536,145.9818,68.84561
837,0,9,1060.9172,170.50381,77.003784,156.52144
838,0,1,932.1489,264.1971,68.284424,154.71272
838,0,2,577.3723,305.9202,87.82391,134.35077
838,0,3,1076.6918,579.1621,124.89252,108.971924
838,0,5,754.2297,323.0501,123.75928,97.815155
838,0,6,635.75977,605.029,83.22894,169.6991
838,0,7,72.9677,430.6927,145.9354,68.84073
838,0,9,1060.913,170.48529,77.260315,156.57388
839,0,1,932.1487,264.1904,68.266235,154.73387
839,0,2,577.3717,305.93536,87.81952,134.3747
839,0,3,1076.6993,579.1614,124.5849,108.97015
839,0,5,754.22974,323.056,124.02118,97.806335
839,0,6,635.7627,605.03906,82.93341,169.69788
839,0,7,72.95342,430.687,145.90685,68.84982
839,0,9,1060.9077,170.47595,77.47479,156.584
840,0,1,932.15564,264.20123,68.24896,154.75084
840,0,2,577.3607,305.9422,87.81946,134.40778
840,0,3,1076.7095,579.16223,124.28821,108.94641
840,0,5,754.21155,323.04688,124.292175,97.82349
840,0,6,635.77014,605.0659,82.66089,169.68585
840,0,7,72.93946,430.6784,145.87892,68.8602
840,0,9,1060.9016,170.43243,77.6499,156.55443
841,0,1,932.1384,264.20538,68.22424,154.73697
841,0,2,577.3404,305.94473,87.787476,134.38646
841,0,3,1076.6816,579.1542,124.03162,108.944214
841,0,5,754.20593,323.04483,124.52246,97.828735
841,0,6,635.7762,605.0683,82.426025,169.7096
841,0,7,72.923515,430.67746,145.84703,68.86432
841,0,9,1060.8855,170.42961,77.80951,156.53482
842,0,1,932.2756,263.84027,68.4895,155.57092
842,0,2,577.49164,305.49152,87.79797,134.56232
842,0,3,1076.7467,580.08875,124.921326,110.2345
842,0,5,755.5062,323.18945,124.32507,97.27734
842,0,6,634.9253,604.9398,81.72345,169.02844
842,0,7,72.981705,430.70776,145.96341,69.02466
842,0,9,1060.1091,169.77066,78.15558,157.67093
843,0,1,932.3314,263.70288,68.53467,155.88943
843,0,2,577.54785,305.32108,87.74646,134.6278
843,0,3,1076.7694,580.43286,124.9328,110.70941
843,0,5,755.99146,323.2345,124.532776,97.0845
843,0,6,634.60565,604.9,81.259155,168.76373
843,0,7,72.76114,430.87793,145.31223,68.569855
843,0,9,1059.8143,169.51476,78.17389,158.1127
844,0,1,932.35266,263.66687,68.48773,155.97429
844,0,2,577.56573,305.26352,87.67529,134.65009
844,0,3,1076.7843,580.55176,124.65546,110.887024
844,0,5,756.16583,323.25067,124.853516,97.01175
844,0,6,634.5023,604.88904,80.906555,168.66211
844,0,7,72.718025,430.9637,144.93831,68.35571
844,0,9,1059.6987,169.425,78.07715,158.2865
845,0,1,932.3606,263.65448,68.423584,156.00484
845,0,2,577.5725,305.2469,87.602905,134.65787
845,0,3,1076.7822,580.5906,124.28558,110.944275
845,0,5,756.2162,323.25378,125.2063,96.99716
845,0,6,634.4702,604.8905,80.61224,168.62152
845,0,7,72.70195,430.99237,144.83664,68.27347
845,0,9,1059.6598,169.396,77.94116,158.34322
846,0,1,932.36566,263.6454,68.359985,156.02335
846,0,2,577.57275,305.24332,87.53406,134.65968
846,0,3,1076.7833,580.595,123.91266,110.960266
846,0,5,756.2261,323.2538,125.539246,96.993774
846,0,6,634.45776,604.9026,80.34894,168.58698
846,0,7,72.69665,431.00366,144.84651,68.24762
846,0,9,1059.6418,169.38126,77.79352,158.34874
847,0,1,932.3803,263.64932,68.287964,156.01347
847,0,2,577.574,305.2444,87.47394,134.66429
847,0,3,1076.7721,580.59143,123.54907,110.954834
847,0,5,756.21936,323.2519,125.84967,96.99899
847,0,6,634.4564,604.91364,80.12109,168.57922
847,0,7,72.69215,431.00916,144.86162,68.225586
847,0,9,1059.638,169.38133,77.652954,158.33868
848,0,1,932.6051,263.34927,68.280945,156.39696
848,0,2,577.7049,305.06842,87.41174,134.72118
848,0,3,1076.4199,580.69135,122.81238,110.62109
848,0,5,756.95264,323.59412,125.60333,96.510376
848,0,6,633.506,605.06946,80.22101,169.87207
848,0,7,72.96243,430.99335,145.92487,68.95993
848,0,9,1058.8044,168.75385,77.850586,159.66164
849,0,1,932.6862,263.2442,68.178955,156.52264
849,0,2,577.76074,304.98895,87.308105,134.69545
849,0,3,1076.2754,580.72705,122.32776,110.484985
849,0,5,757.21545,323.71307,125.73682,96.34567
849,0,6,633.1463,605.09485,80.00745,170.42389
849,0,7,73.09637,430.9846,146.19273,69.24982
849,0,9,1058.492,168.5275,77.67517,160.1481
850,0,1,932.70984,263.20474,68.06409,156.57756
850,0,2,577.7572,304.93222,87.199646,134.63344
850,0,3,1076.2251,580.74,121.96948,110.43262
850,0,5,757.3013,323.7317,126.04047,96.34384
850,0,6,633.0292,605.106,79.67572,170.62976
850,0,7,73.11698,430.95782,146.23396,69.34155
850,0,9,1058.3707,168.46762,77.400635,160.3552
851,0,1,932.7129,263.20956,67.95026,156.60918
851,0,2,577.7478,304.89062,87.08771,134.54381
851,0,3,1076.1975,580.7416,121.65723,110.397156
851,0,5,757.3331,323.75342,126.28406,96.3179
851,0,6,632.984,605.1157,79.31879,170.70172
851,0,7,73.071434,430.92996,146.14287,69.31213
851,0,9,1058.3372,168.4203,77.097534,160.43121
852,0,1,932.71246,263.15842,67.82617,156.5801
852,0,2,577.7378,304.86945,86.99658,134.46495
852,0,3,1076.188,580.7343,121.40607,110.39795
852,0,5,757.26855,323.60632,126.552124,96.32529
852,0,6,632.947,605.1519,78.933105,170.5863
852,0,7,73.024216,430.9262,146.04843,69.30173
852,0,9,1058.3167,168.4008,76.821106,160.50381
853,0,1,932.7054,263.14252,67.72046,156.56752
853,0,2,577.7285,304.86737,86.903076,134.37027
853,0,3,1076.1691,580.72174,121.17456,110.400024
853,0,5,757.23724,323.54874,126.800415,96.33844
853,0,6,632.9127,605.2908,78.54474,170.3352
853,0,7,73.00086,430.96014,146.00172,69.3414
853,0,9,1058.3156,168.39424,76.54608,160.5151
854,0,1,932.7076,263.13718,67.61572,156.53539
854,0,2,577.72205,304.87378,86.85327,134.33899
854,0,3,1076.1686,580.7097,120.963135,110.396545
854,0,5,757.2229,323.5371,126.99213,96.322876
854,0,6,632.8746,605.4197,78.20386,170.08759
854,0,7,72.982605,430.971,145.96521,69.37564
854,0,9,1058.3234,168.40433,76.28595,160.49861
855,0,1,932.2217,263.14764,67.668396,156.53397
855,0,2,578.0901,304.81866,86.57672,134.00327
855,0,3,1075.8679,580.7875,120.29944,109.99274
855,0,5,757.80695,324.21228,125.88037,95.27426
855,0,6,632.39,604.88464,78.34039,171.31036
855,0,7,72.984184,431.07886,145.96837,69.48685
855,0,9,1057.9249,168.3141,75.92944,160.4578
856,0,1,932.04395,263.15103,67.71881,156.53932
856,0,2,578.1935,304.78534,86.431946,133.84209
856,0,3,1075.7397,580.817,119.925476,109.835754
856,0,5,758.0182,324.46323,125.60333,94.878235
856,0,6,632.21545,604.64185,78.19391,171.84845
856,0,7,72.96378,431.11017,145.92757,69.52435
856,0,9,1057.7819,168.28293,75.6109,160.42477
857,0,1,931.9789,263.15274,67.7608,156.53548
857,0,2,578.2258,304.74323,86.328186,133.72682
857,0,3,1075.6888,580.83105,119.670166,109.76825
857,0,5,758.0879,324.55038,125.6413,94.73883
857,0,6,632.1613,604.53784,77.933105,172.06073
857,0,7,72.934494,431.1186,145.86899,69.52963
857,0,9,1057.7291,168.2763,75.33185,160.41667
858,0,1,931.95337,263.1516,67.7984,156.53082
858,0,2,578.2473,304.74448,86.2879,133.71501
858,0,3,1075.6749,580.8331,119.4754,109.74054
858,0,5,758.10767,324.573,125.80243,94.71146
858,0,6,632.1406,604.489,77.66571,172.1875
858,0,7,72.90509,431.11658,145.81018,69.52594
858,0,9,1057.7195,168.27745,75.07703,160.39896
859,0,1,931.9413,263.1553,67.82782,156.52022
859,0,2,578.2037,304.66583,86.184204,133.55084
859,0,3,1075.678,580.82294,119.31018,109.725464
859,0,5,758.10547,324.5824,125.9715,94.70444
859,0,6,632.1448,604.48773,77.37494,172.19824
859,0,7,72.87388,431.11703,145.74776,69.512146
859,0,9,1057.7196,168.28761,74.85089,160.3938
860,0,1,931.91907,263.17377,67.90381,156.63673
860,0,2,578.1858,304.6385,86.15051,133.4975
860,0,3,1075.7103,580.8159,119.18317,109.71936
860,0,5,758.10175,324.57468,126.16406,94.731445
860,0,6,632.1693,604.51764,77.07678,172.12244
860,0,7,72.84685,431.11227,145.6937,69.52118
860,0,9,1057.7249,168.28072,74.64752,160.39496
861,0,1,931.1088,263.37466,68.053345,156.34047
861,0,2,578.53394,304.88354,85.51727,132.46176
861,0,3,1075.358,580.90515,118.3985,109.1225
861,0,5,758.0402,324.8163,125.772705,94.388306
861,0,6,631.62476,604.0016,76.64801,171.99335
861,0,7,72.79952,431.1057,145.59904,69.49423
861,0,9,1057.5304,168.40358,74.40869,160.39966
862,0,1,930.7864,263.46875,68.26428,156.25064
862,0,2,578.66284,304.995,85.31549,132.1083
862,0,3,1075.2466,580.9346,118.03931,108.90155
862,0,5,758.0167,324.91928,125.627075,94.23059
862,0,6,631.42267,603.7997,76.28967,171.94183
862,0,7,72.77072,431.09943,145.54144,69.482056
862,0,9,1057.4496,168.44211,74.183105,160.37872
863,0,1,930.6775,263.48508,68.46643,156.17937
863,0,2,578.7263,305.0443,85.261475,131.99017
863,0,3,1075.209,580.9512,117.81958,108.79584
863,0,5,758.00525,324.937,125.65155,94.21066
863,0,6,631.3572,603.74646,75.97034,171.90216
863,0,7,72.74581,431.10193,145.49162,69.46988
863,0,9,1057.427,168.46811,73.97034,160.33862
864,0,1,930.65247,263.48758,68.67175,156.19043
864,0,2,578.7529,305.01865,85.2384,131.9055
864,0,3,1075.2167,580.9733,117.66046,108.7262
